book_id,title,description,language_code
19013056,Plenty,"Seventeen-year-old Jed White lives with his mum and dad behind the Ampol service station in the small coastal town of Plenty. His girlfriend Chrissy works in the local fish cannery. When a foreign trawler crashes on the rocks one night, Jed and Chrissy figure from the rolls of stained bedding below deck that the boat must have been carrying a lot of people. They soon discover that dozens of refugees are sheltering at a nearby property.
At first the townsfolk accept the new arrivals, but gradually Plenty becomes divided as more boat people are relocated there. Jed is torn between his feelings for Chrissy and his fascination for Ashley Page who lives with her father on the property and is helping the new arrivals move in and adapt. As external pressures build, Jed is forced to make a choice about where he belongs and what he believes.",eng
969566,"In Between (Katie Parker Productions, #1)","Unlike most kids, teenage Katie Parker never got a fair shot at a normal life. With a mother in jail and a missing-in-action dad, she's never known what it's like to truly be loved. Low on options and family members, she's soon shipped off to a foster home. Now in an unfamiliar town, Katie's rebellious attitude is at odds with her new family, school, and classmates. And after falling in with all the wrong people at school, things go from bad to really bad after she takes the blame for vandalizing the local performing arts theater.
But in the midst of a dark situation, Katie finds light in the most unexpected places: through her new friendship with an eccentric senior, the commitment of her foster family, and a tragic secret that changed them forever. And as she inches closer to acceptance and forgiveness, she finds that God has been there all along.",eng
17605496,The Blacksmith,"A man is born who cannot speak the truth, and decides to seek his fortune as a blacksmith. But what will he do when the only words he can speak to the woman he loves will end up breaking her heart?",eng
15770544,"Mako’s Birth (Mako to Rumi to Chii, #1)",Stories about Tezuka raising his three children.,eng
33233558,The Incredible 305th,Exploits of the Army Air Force's 305th Bombardment Group in World War 2.,eng
18941712,The Iron Queen,"The Daughters of Zeus, Book 3
His love could destroy their world.
Life is hell for Persephone. Zeus will stop at nothing to gain access to the living realm and the Underworld. As the only living god with a right to both, Persephone's in trouble. Captured and tortured beyond the limits of her resolve, Persephone must find the power to stand against Zeus. But will she be strong enough?
Meanwhile, Hades contemplates desperate measures to rescue his queen. Persephone never thought of herself as dangerous, but there's a reason gods never marry for love. A being with the power to destroy all of creation shouldn't place more value in one individual than the rest of the planet. But Hades . . . Hades would break the world for her.
To save the world and stop both Hades and Zeus, Persephone must make a difficult choice. One that may cost her everything.",eng
26313154,The Sea Wife,"Charley and Nessa are from two different worlds. Nessa is a selkie and Charley is all too human. When selkies and humans fall in love, tragedy can follow. For Charley and Nessa, that never seems to matter when they're together. But when Nessa's seal skin is stolen, the lovers uncover all the reasons humans and selkies should stay in their separate worlds.
Words: 10,570",eng
20383331,Papillon,"Dans le milieu on l'appelait Papillon : jamais la ou on le croyait, arrivant quand on ne l'attendait plus, ""allant de fleur en fleur"". C'etait dans les annees 30. Et en 1930, justement, il ""tombe"" : il est arrete pour un meurtre qu'il n'a pas commis, car Henri Charriere n'est pas un tueur. Commence alors la plus fantastique des aventures. Condamne au bagne a vie, a Cayenne, a la suite de faux temoignages, il refuse cette peine aussi injuste que demesuree. La grande cavale vient de commencer.Quarante-trois jours apres son arrivee au bagne, Papillon s'en evade : 2 500 km en mer, l'ile de Trinidad, les Anglais (fair-play), la Colombie et ses cachots sous-marins, les Indiens Guajiros, les cavales de Baranquilla, le retour au bagne, la reclusion (Papillon restera deux ans dans une cage a fauves), les nouvelles tentatives d'evasion, la vie trafiquante du bagne ou tout le monde est partie prenante, et, enfin, au bout de treize ans, la Grande Cavale, la derniere, reussie celle-la, au prix d'une volonte farouche de survivre : a la traversee de l'ocean dans un canot d'abord, a l'enfermement dans un bagne, au Venezuela, ensuite. Au bout de toutes ces epreuves, de toutes ces souffrances, cette fois, il y a la Liberte.",eng
28928880,The Empire at War Box Set,"START A NEW SCI-FI SERIES BY BESTSELLING AUTHORS.This bundle contains four science fiction novels, three exclusive short stories.
The novels:
Their Darkest Hourby Christopher G. Nuttall.Aliens take control of Britain's cities and force the remainder of the British military to go on the run. With the government destroyed, the population must choose between fighting and collaborating with the alien overlords. . 
Discovery of the Saiphby P.P. Corcoran.The Marco Polo leads mankind to Proxima Centauri outside Earth's Solar System where the ship's scientists detect power readings they are artificial, alien and emanate from Planet III... a wasteland that suffered a devastating nuclear bombardment many thousands of years before. Archaeologists discover an alien library deep underground and are astonished to unlock its secrets with human DNA.
C.R.O.W. by Phillip Richards.Andy Moralee knew that life with his new company of Dropship Infantry would be hard, but nothing could prepare him for life in one of the toughest units in the Union army. New arrivals, nicknamed 'Crow' by their platoons, are the lowest form of life in his Company, and he finds himself at the mercy of unforgiving commanders and bullies, all the time knowing that the real enemy are waiting for him at the end of his journey through the void. The enemy know that the Union are coming, they have dug in and fortified, and they are ready
Marine Cadetby Tim C. Taylor.2565 A.D. When seventeen-year old Marine Cadet, Arun McEwan, forges an unlikely friendship with an alien scribe, he crashes into a world of treachery and conspiracy. How can he possibly survive three more years until graduation when every day brings a new deadly threat? 
But survive he must because his new alien allies show him glimpses of his destiny -- a vision of a better future that only he can forge.
A dream called the Human Legion
The Exclusive Short Stories-
Haven One-Eightby P.P. Corcoran.A relentless foe seeks to murder the Faithful in their haven, but who are these unstoppable servants of Satan? The answer will shock you.
The President's Sonby Tim C. Taylor.The characters in the Human Legion series have been isolated from the rest of humanity for centuries, but their distant ancestors were taken as children from Earth. In The President's Son, a short story exclusive to this collection, we hear the story of that first group of slave children.
Fallen Witnessartwork by Andy Bigwood and words by Tim C. Taylor.The third short story in the collection is special.",eng
27993626,Trouble Maker (The MacKenzie Family #10.5),"Marnie Whitlock has never known what it's like to be normal. She and her family moved from place to place, hiding from reporters and psychologists, all because of her gift. A curse was more like it. Seeing a victim, feeling his pain as the last of his life ebbed away, and being helpless to save him. It was torture. And then one day it disappeared and she was free. Until those who hunted her for her gift tried to kill her. And then the gift came back with a vengeance.
Beckett Hamilton leads a simple life. His ranch is profitable and a legacy he'll be proud to pass onto his children one day, work fills his time from sunup to sundown, and his romances are short and sweet. He wouldn't have it any other way. And then he runs into quiet and reserved Marnie Whitlock just after she moves to town. She intrigues him like no woman ever has. And she's hiding something. His hope is that she begins to trust him before it's too late.",eng
7672977,"The Drowned Queen (The Avengers, #6)","CAN EVEN THE AVENGERS PREVENT SABOTAGE ON THE MAIDEN VOYAGE OF THE ""ATLANTIC QUEEN,"" THE FIRST SUBMARINE LUXURY LINER?
As cover for this assignment, British agent John Steed is ship's dancing instructor, while his beautiful new partner, Tara King, travels as ship's physiotherapist.
Surrounded by suspicious characters, such as the so-called magician's assistant, Miss Goldspangle, the ill-fated Mr. Funfinger, and that booming battle-ax Mrs. Thwaite-Funderpump, Steed and Tara make their hazardous way through various red-herrings -- and scaly green mermen --
STRAIGHT INTO THE JAWS OF DEATH!",eng
34212411,"Conflicted Interest (The Conflicted Series, #1)","Theo flies to Athens for a wedding with a plan: stay for the vows, raise a toast, and get the hell back to work. He's staring down the barrel of the biggest gamble of his career, and can't afford the distractions of a glamorous city or desirable women; neither of which excite him much anyway.
Until he meets Audrey. 
Brilliant, ruthless, and set on conquering the finance world, the young exec would rather be catching a London red-eye, than a mangled wedding bouquet. But when tall, mysterious Theo pulls her onto the dance floor, all thoughts of clients and contracts vanish. The man is intoxicating; his warm touch lingers long after his hands have left her body. They're from different cities and different worlds--it would never work.
And yet she's haunted by the brush of his lips against her throat, the delicious press of his body... 
But Theo is keeping secrets that could break Audrey's heart and destroy everything she's worked for. In this careful dance of power and seduction, has Theo finally met his match?
Conflicted Interest is the first steamy installment of the sensual contemporary romance Conflicted Series, intended for ages 18+.",eng
26215760,"Hot Needs (Sensations Bundle, #1)","'As soon as I saw him unpacking his jeep, I stood by the window to watch him. He had his shirt off in the bright summer sunlight, was only wearing his tight faded jeans, and his muscular body was highly toned. He just oozed sex, like he was designed to be in bed and making love all day long...'
Three standalone short stories from the erotic Sensationsseries in one arousing volume: a slim little paperback at 112 pages long, which is neat, discreet and ideal for slipping into your handbag:
Summer Heat(Sensations #1)
Linda notices a gorgeous guy has moved in next door, and wonders how she can get his hot naked body into her life...
Length: 7500 words.
Sarah's Needs(Sensations #2)
Sarah is very sexually frustrated, and feels that her needs are not being met. Her friends tell her about a wonderful hotel where gorgeous guys are devoted to satisfying a woman's healthy needs and desires...
Length: 7500 words.
Office Passion(Sensations #3)
Julia catches the bus to work every morning, and sees a gorgeous hunk who sets her pulse racing. Soon the heat between them starts to rise...
Length: 7000 words.
This book is erotica celebrating the great joy of sex, and is for adult readers only over the age of 18. All the characters in this story adore the hot thrill of sex, and are adults over the age of 18.",eng
13630721,Paranormal Journeys,"They lurk in the darkest corners of a forgotten cemetery, within the shadows of a forlorn country hotel, among the swaying branches surrounding Devil Worshippers Mountain and inside the long corridors of an abandoned hospital. They are watching us, trying to make contact from the other side. They exist within a world between ours and the next.Take this journey with paranormal investigator Paul Cagle as he encounters supernatural phenomena while searching for the ultimate truth. It is a journey you will never forget.",eng
25923292,"The Elite (The Selection, #2)","The selection began with 35 girls. Now, with the group narrowed down to the Elite, the competition to win Prince Maxon's love is fiercer than ever. The closer America gets to the crown, the more she struggles to figure out where her heart truly lies. Each moment she spends with Maxon is like a fairy tale, filled with breathless, glittering romance. But whenever she sees her first love, Aspen, standing guard, she's swept up in longing for the life they'd planned to share.
America is desperate for more time. But while she's torn between her two futures, the rest of the Elite know exactly what they want--and America's chance to choose is about to slip away. (less)",eng
16614703,"Feral Sins (The Phoenix Pack, #1)","When female wolf shifter Taryn Warner first encounters Trey Coleman, an alpha male wolf shifter with a dangerous reputation, she's determined to resist his charms. After all, Trey--who was only fourteen when he defeated his own father in a duel, winning the right to be alpha of his pack--can't have anything to offer the talented healer besides trouble, or so she thinks.
Taryn finds herself drawn in by Trey's forceful demeanor and arctic-blue eyes, and she eventually agrees to enter an uneasy alliance with him. If the two succeed in convincing their respective packs that they've chosen each other as mates, Trey will win valuable political allies, while Taryn will escape an odious arranged mating.
But there are a lot of potential pitfalls to this plan--including the very real possibility that the wolf shifters, overwhelmed by their growing attraction to each other, will be unable to maintain the clear heads needed to pull off the deception.",eng
1116027,The File on the Tsar,,eng
6064179,In Defense of Food: An Eater's Manifesto,"""What to eat, what not to eat, and how to think about health: a manifesto for our times 'Eat food. Not too much. Mostly plants."" These simple words go to the heart of Michael Pollan's In Defense of Food, the well-considered answers he provides to the questions posed in the bestselling The Omnivore's Dilemma. Humans used to know how to eat well, Pollan argues. But the balanced dietary lessons that were once passed down through generations have been confused, complicated, and distorted by food industry marketers, nutritional scientists, and journalists--all of whom have much to gain from our dietary confusion. As a result, we face today a complex culinary landscape dense with bad advice and foods that are not ""real."" These ""edible foodlike substances"" are often packaged with labels bearing health claims that are typically false or misleading. Indeed, real food is fast disappearing from the marketplace, to be replaced by ""nutrients,"" and plain old eating by an obsession with nutrition that is, paradoxically, ruining our health, not to mention our meals. Michael Pollan's sensible and decidedly counterintuitive advice is: ""Don't eat anything that your great-great grandmother would not recognize as food."" Writing In Defense of Food, and affirming the joy of eating, Pollan suggests that if we would pay more for better, well-grown food, but buy less of it, we'll benefit ourselves, our communities, and the environment at large. Taking a clear-eyed look at what science does and does not know about the links between diet and health, he proposes a new way to think about the question of what to eat that is informed by ecology and tradition rather than by the prevailing nutrient-by-nutrient approach. In Defense of Foodreminds us that, despite the daunting dietary landscape Americans confront in the modern supermarket, the solutions to the current omnivore's dilemma can be found all around us. In looking toward traditional diets the world over, as well as the foods our families--and regions--historically enjoyed, we can recover a more balanced, reasonable, and pleasurable approach to food. Michael Pollan's bracing and eloquent manifesto shows us how we might start making thoughtful food choices that will enrich our lives and enlarge our sense of what it means to be healthy.",eng
7468095,"Wicked Intentions (Maiden Lane, #1)","A man controlled by his desires...
Infamous for his wild, sensual needs, Lazarus Huntington, Lord Caire, is searching for a savage killer in St. Giles, London's most notorious slum. Widowed Temperance Dews knows St. Giles like the back of her hand-- she's spent a lifetime caring for its inhabitants at the foundling home her family established. Now that home is at risk.
A woman haunted by her past...
Caire makes a simple offer--in return for Temperance's help navigating the perilous alleys of St. Giles, he will introduce her to London's high society so that she can find a benefactor for the home. But Temperance may not be the innocent she seems, and what begins as cold calculation soon falls prey to a passion that neither can control--one that may well destroy them both.
A bargain neither could refuse.",eng
28937901,Avery (Steele Brothers #3),"The Steele Brothers Book 3: Avery
**Amazing Bonus Inside: Gift Romance books Collection**
Maggie Day's crush has come back to Martinsville, and yet, he still hasn't noticed her. She'd thought it was a sign. Avery Steele moved back home just as she was getting dumped by her longtime boyfriend. His moving truck passed her with him in the cab right as Larry was telling her that he wanted to remain friends. She'd been crazy about him when she was in school, and seeing him now, all those silly feelings come back. What's a girl have to do to get his attention, though? Her matronly skirts and thick glasses aren't going to cut it. She has to step it up.
Avery Steele just watched the woman he thought he loved marry his brother and run off on their month-long honeymoon. His other brother, usually the man he is miserably single with, is on his own happy sabbatical. Alone and fighting the urge to sleep his way to a happier time, he can't see Maggie as anything other than a kid. She was four years younger than him in school and was one of his best friend's little sisters. He has too much on his plate to worry about hurting her feelings if she is the one he gets drunk with and takes to bed. It's best to avoid her, even if he finds her sexy as hell and all grown up.
Maggie had gone to a college over seven hundred miles away for a reason. At home, in Martinsville, she is Jay's little sister, or Kevin's baby girl. She can't be anything but the sweet and innocent deacon's daughter. No one knows she has a wild side, but she is about to bring it out if that's what it takes. She's waited long enough to get Avery's attention. It is time to get dirty. Wet T-shirt contests, mud wrestling competitions, and even a mechanical bull. Maggie is going to prove to Avery that she's not some little girl. She's a woman and she can make him one very happy man. She just never counted in her plans that Avery might already be in love with someone else.
Suggested Reading Order (although each book is a standalone):
The Steele Brothers Justin (Book 1)
The Steele Brothers Devon (Book 2)
The Steele Brothers Avery (Book 3)
Warning:
*This story contains mature themes and language. It is intended to be enjoyed by an 18+ audience only.
*No cliffhangers here! Each book in the series has a HEA ending. Each new book introduces new characters.
*Please be aware that this is a Romance Novella, not a full-length novel. Be aware that the stated page length can be misleading as it includes the main book as well as the bonus collection.",eng
30346601,Brainwalker,"One teen's incredible journey may just blow his father's mind...
Fourteen-year-old Bernard thinks outside the box. The only problem is that neither his school nor his ultra-rational physicist father appreciate his unique ideas. When he reacts to a stressful situation at school by mooning the class, his suspension sends him straight to his father's workplace. After his frustrated father leaves him unattended, Bernard does what any teen would do: wander into the particle accelerator and accidentally get transported through a wormhole!
It doesn't take long for Bernard to realize he's in deep trouble. Not only did the wormhole drop him in the middle of a civil war over a depleted resource, but the battle is actually taking place inside his father's brain. Bernard has one chance to save the dying side of his father's creative brain from the tyrannical left side. Can he use his outside-the-box thinking to save his father's life?
Brainwalker is a young adult sci-fi fantasy novel that turns the world of neuroscience on its head. If you like incredible fantasy worlds, fast-paced entertainment, and the human mind, then you'll love Robyn Mundell and Stephan Lacast's amazing journey inside the brain.
Buy Brainwalker to help the mind survive today!",eng
22370991,J,"An alternate cover edition can be found .
Set in the future - a world where the past is a dangerous country, not to be talked about or visited - J is a love story of incomparable strangeness, both tender and terrifying.
Two people fall in love, not yet knowing where they have come from or where they are going. Kevern doesn't know why his father always drew two fingers across his lips when he said a world starting with a J. It wasn't then, and isn't now, the time or place to be asking questions. Ailinn too has grown up in the dark about who she was or where she came from. On their first date Kevern kisses the bruises under her eyes. He doesn't ask who hurt her. Brutality has grown commonplace. They aren't sure if they have fallen in love of their own accord, or whether they've been pushed into each other's arms. But who would have pushed them, and why?
Hanging over the lives of all the characters in this novel is a momentous catastrophe - a past event shrouded in suspicion, denial and apology, now referred to as What Happened, If It Happened.",eng
23346436,Star Wars: Dark Disciple,"Based on unproduced scripts from the blockbuster TV show Star Wars: The Clone Wars!
The only way to bring down the dark side's most dangerous warrior may be for Jedi and Sith to join forces.
In the war for control of the galaxy between the armies of the dark side and the Republic, former Jedi Master turned ruthless Sith Lord Count Dooku has grown ever more brutal in his tactics. Despite the powers of the Jedi and the military prowess of their clone army, the sheer number of fatalities is taking a terrible toll. And when Dooku orders the massacre of a flotilla of helpless refugees, the Jedi Council feels it has no choice but to take drastic action: targeting the man responsible for so many war atrocities, Count Dooku himself.
But the ever-elusive Dooku is dangerous prey for even the most skilled hunter. So the Council makes the bold decision to bring both sides of the Force's power to bear--pairing brash Jedi Knight Quinlan Vos with infamous one-time Sith acolyte Asajj Ventress. Though Jedi distrust for the cunning killer who once served at Dooku's side still runs deep, Ventress's hatred for her former master runs deeper. She's more than willing to lend her copious talents as a bounty hunter--and assassin--to Vos's quest.
Together, Ventress and Vos are the best hope for eliminating Dooku--as long as the emerging feelings between them don't compromise their mission. But Ventress is determined to have her retribution and at last let go of her dark Sith past. Balancing the complicated emotions she feels for Vos with the fury of her warrior's spirit, she resolves to claim victory on all fronts--a vow that will be mercilessly tested by her deadly enemy . . . and her own doubt.",eng
1912523,"Death on the Downs (Fethering, #2)","Exploring the South Downs of the well-to-do town of Weldisham, Carole Seddon is caught in a sudden rainstorm. She finds refuge in an old barn - but relief turns to revulsion when she discovers the bones of a human skeleton packed inside two bags.
After Carole informs the police, it isn't long before local gossip spreads. People are saying the remains are those of a missing girl named Tamsin Lutteridge, who was suffering from chronic fatigue syndrome and seeing several practitioners of alternative medicine - including Carole's friend Jude - to heal herself.
Eager to learn if Tamsin really is dead, Jude begins her own investigation, which leads her to Sandalls Manor - where Tamsin is very much alive, and keeping close company with a very charismatic New Age healer."" Now Jude and Carole have two mysteries to unravel.
Why is Tamsin deliberately hiding from her father? And if the skeleton wasn't hers ... whose was it?",eng
23348984,"Three Christmases (No Weddings, #4)","As the holiday season approaches in this fourth book in the No Weddings Series, Cade Michaelson strives to be better at balancing work and love, and Hannah Martin's growing ability to trust is put to the test.
Lust and friendship brought us together, but with the increasing demands of my two businesses, Hannah's thriving bakery, and our successful event-planning company, stability becomes my focus.
Then a once-in-a-lifetime career opportunity takes me to the West Coast, and everything goes into a tailspin.
Laughter, love, and excitement fill our lives, but Cade refuses to settle into the wonderful bliss we've found--he wants spectacular fireworks and an unshakable foundation. Driven like no one I've ever met, Cade insists a dream job across the country will be better for our future together, but I worry about whether we can survive the present apart.
When intimate time diminishes...and lives get more hectic...
Will a little bit of faith be all that it takes? Or will the sacrifice to get there be too great?",eng
22209101,In The Clear,"Arne was content with her career as a hydrogen rigger, harvesting fuel from Saturn's clouds for use across the solar system, until two prospectors offered her a job that kindled old desires. She used to be an angel, a guide through the lightless sky beneath Saturn's clouds, but abandoned that deadly wasteland years ago. Now she returns, taking flight again on cybernetic wings to guide a new prototype through the invisible gale of the liquid sky. She used to know Saturn's depths well, but returning ignites old scars, and there is something new and unnatural waiting in the burning air.
Things begin to go sideways when Arne hears a strange voice from out in the void. No one else hears it, and Saturn remains as lifeless and vacant as ever, so Arne forges ahead. She ignores its warnings and descends deeper toward the unknown, but the unknown itself is rising up to meet her. Paranoia and fear bloom in Arne's mind as the empty sky fills with long buried secrets, casting doubt on the true purpose of the expedition and on her own sanity. Threatened with creeping madness and blocked from escape by her employer's obsessive ambition, Arne will have no choice but to face the abyss she has spent years trying to forget.
When the wind comes for her and her wings fail her, will she remember why she calls herself an angel?",eng
34203697,See You In September,"Cassy blew a collective kiss at them. 'See you in September,' she said. A throwaway line. Just words, uttered casually by a young woman in a hurry. And then she'd gone.
It was supposed to be a short trip - a break in New Zealand before her best friend's wedding. But when Cassy waved goodbye to her parents, they never dreamed that it would be years before they'd see her again.
Having broken up with her boyfriend, Cassy accepts an invitation to stay in an idyllic farming collective. Overcome by the peace and beauty of the valley and swept up in the charisma of Justin, the community's leader, Cassy becomes convinced that she has to stay.
As Cassy becomes more and more entrenched in the group's rituals and beliefs, her frantic parents fight to bring her home - before Justin's prophesied Last Day can come to pass.
A powerful story of family, faith and finding yourself, See You in September is an unputdownable new novel from this hugely compelling author.",eng
20487752,Too Many Crooks Spoil the Broth (An Amish Bed and Breakfast Mystery with Recipes (PennDutch #1)),"An Amish Bed and Breakfast Mystery with Recipes - PennDutch Mysteries #1
Readers will delight in this laugh-out-loud cozy mystery debut - and relish the country cooking recipes included.
This debut mystery introduces Magdalena Yoder, prim, proper, and persnickety proprietor of the PennDutch Inn, where guests luxuriate in the true ""Amish experience,"" (read: doing Magdalena's chores and paying top dollar for the opportunity!).
When one of her more reclusive guests takes a tumble down the PennDutch's picturesquely steep staircase and breaks his neck, the timing couldn't be worse. It's the start of hunting season - and her inn is packed to capacity!
What at first seems to be a horrible accident (and insurance nightmare for Magdalena!) could turn out to be a much more sinister event; and when another mishap occurs, Magdalena is certain there is a killer in her group - and it's up to her to sniff out the culprit...before the world's most incompetent town sheriff throws her in jail!
""Bubbling over with mirth and mystery."" -Dorothy Cannell
""A delicious treat!"" -Carolyn G. Hart",eng
31843420,"In the Devil's Heart (World of de Wolfe Pack; Sins of the Duke, #2)","Lady Lily Scott is on the run from her abusive father-in-law. She's had it all, wealth, power, and anything her heart could ever desire. But she knows the dark side of all that glitters. Surviving her husband's death on the battlefield but able to countenance her father-in-law's control of her son, she steals her boy away to Scotland, hiding in the glens to keep him safe.
Laird Ian Aberroth, Earl of Glenfin, has returned from war a broken man. All he wants is to find peace in the wild mountains of his land. But when he meets Lady Lily Scott and her small son he will have to choose a life in solitude or plunge back into the fray of life to save them.",eng
9676164,"Bitter Harvest (Orchard, #5)","Now that Meg Corey's apples have been harvested and sold, she's enjoying some free time. But when the small but annoying mishaps plaguing her start turning sinister, Meg begins to worry that her first harvest may be her last.",eng
11868090,Daily Affirmations for Love:  365 Days of Love in Thought and Action,"Every moment, every gesture and awareness becomes a gift. Dr. Odegard designed a collection of thoughts to reflect upon and open our hearts throughout the year She has captured a slice of humanity with her thoughtful and loving approach to each day. Dr. Odegard clearly has a keen eye for the simple pleasures in life. Each page is filled with gentle, funny and at times profound insights. This is a must read for every person who is passionate about their profound journey into relationships. Dr. Odegard challenges us to stop... reflect, and smile as we live each day to the fullest. This little book will bring joy to your heart and those you love.
~ Jessica Browne, Actress | Murder She Wrote",eng
21826377,Breath,"There is breath in the poems, there are poems in the breath: first breaths, final breaths. With fire in her eyes and grace in her step, Lish walks us over these pages towards the living, the dying, and the little girl hiding within. It is a walk well worth it. - Jordie Albiston
Lish's collection Breath makes the reader pause and reconsider his or her own world. The poems are sharp swords wrapped in velvet. - Ian McBryde
'Breath' is a unique, striking collection of poems by one of Melbourne's most loved poets, Elizabeth 'Lish' Skec. Here is a window into a world both real and magical, intimate and universal; a personal poetic journey at times funny, cheeky, political and yet at other times incredibly moving. Musical, accessible and strongly imagistic, 'Breath' taps into the soaring beauty of the everyday. This is an absolute gem of a book! - Amanda Anastasi
Lish Skec... a voice that is strong... earthy... real... she knows things... understands... seemingly instinctively... tells you things... and conveys that with a deceptive effortlessness... She shows an underlying depth in a clear and simple - but certainly not simplistic - voice that is singular and unique... a voice that is Hers! - Lee Fuhler
'mum's breast' is narrative poetry at its most crisp and powerful. The colloquial vernacular Lish employs masks the understated eloquence of a poet at the top of her game. This work is a personal journey traversing the breast cancer experience of a loved one, made universal through the warmth, humour, baldness, boldness and hope of the writing. I recommend 'mum's breast' to anyone who has ever undergone a serious health challenge, or sought to support anyone facing one. - Melissa Petrakis",eng
34304631,The new complete guide to women's running,"The essential guide for women everywhere. Running is a simple sport, but it's not always easy to take the first steps towards a new you, so we've put together this guide to help you become the runner you want to be. The Runner's World Complete Guide to Women's Running is packed with expert training advice, proven weight-loss strategies, can't-fail motivation tips and inspirational real-life success stories. This book will empower you to challenge your physical and mental limits and have fun as you work towards your running goals, whether that's to get in shape, finish a your first 5K or run a marathon. With chapters on training, health, nutrition, weight loss, running and pregnancy, motivation, cross-training and racing, the Runner's World Complete Guide to Women's Running will help you to discover the power of running.",eng
32773242,Meditations,"The emperor Marcus Aurelius, the proverbial philosopher-king, produced in Greek a Roman manual of piety, the Meditations, whose impact has been felt for ages since. Here, for our age, is his great work presented in its entirety, strongly introduced and freshly, elegantly translated.",eng
18940993,"Sex Criminals #2: Come, World","So who's the boy with the same sexy-time time-stopping gifts as Suzie? Meet John, who until last night thought he could freeze time with his junk. At long last not alone, what kind of horny hijinx will he and Suzie get up to together? What ANY of us would do if having sex stopped the whole world: We'd do crimes.",eng
26223156,The Billionaire's Disguise,"Introducing THE BILLIONAIRE'S DISGUISE, book one in the hot and sexy new BILLIONAIRE'S DISGUISE series by Kendra King...
Christina Foxworth has always had reservations about meeting her online best friend, Blake. She'd heard horror stories about meeting people online and didn't want to make one a reality. Until Blake convinces her to go out with him...
Blake Slate has been keeping a secret from Christina for years: his identity.
When they come face-to-face at last on a blind date, Christina is thrown into a world of passion she didn't know existed for her--but with it comes rules and reservations that are more than Christina can handle.
*A hot and sexy alpha billionaire BBW romance, perfect for fans of Hannah Ford, Ellie Danes, Cassie Cross, and J.S. Scott*
Billionaire's Disguise is a serial romance in three parts. All parts are complete and the release schedule will be as follows:
Book One: September 4th, 2015
Book Two: September 11th, 2015
Book Three: September 18th, 2015
Available exclusively for Amazon and Kindle Unlimited readers.
Part II is out now! Get it here: hyperurl.co/bildes",eng
27850999,Boar Island (Anna Pigeon #19),"Anna Pigeon, in her career as a National Park Service Ranger, has had to deal with all manner of crimes and misdemeanors, but cyber-bullying and stalking is a new one. The target is Elizabeth, the adopted teenage daughter of her friend Heath Jarrod. Elizabeth is driven to despair by the disgusting rumors spreading online and bullying texts. Until, one day, Heath finds her daughter Elizabeth in the midst of an unsuccessful suicide attempt. And then she calls in the cavalry---her aunt Gwen and her friend Anna Pigeon. 
While they try to deal with the fragile state of affairs---and find the person behind the harassment---the three adults decide the best thing to do is to remove Elizabeth from the situation. Since Anna is about to start her new post as Acting Chief Ranger at Acadia National Park in Maine, the three will join her and stay at a house on the cliff of a small island near the park, Boar Island.
But the move east doesn't solve the problem. The stalker has followed them east. And Heath (a paraplegic) and Elizabeth aren't alone on the otherwise deserted island. At the same time, Anna has barely arrived at Acadia before a brutal murder is committed by a killer uncomfortably close to her. 
BOAR ISLAND is a brilliant intertwining of past and present, of victims and killers, in a compelling novel that only Nevada Barr could write.",eng
24609251,Earth 2: World's End (2014-) #16,The avatar of the Red of Earth-2 is released--and the battle turns for the heroes of Earth-2 as her power is used for both good and evil.,eng
27280359,"Sanctum (Guards of the Shadowlands, #1)","""My plan: Get into the city. Get Nadia. Find a way out. Simple.""
A week ago, seventeen-year-old Lela Santos's best friend, Nadia, killed herself. Today, thanks to a farewell ritual gone awry, Lela is standing in paradise, looking upon a vast gated city in the distance--hell. No one willingly walks through the Suicide Gates, into a place smothered in darkness and infested with depraved creatures. But Lela isn't just anyone--she's determined to save her best friend's soul, even if it means sacrificing her eternal afterlife.
As Lela struggles to find Nadia, she's captured by the Guards, enormous, not-quite-human creatures that patrol the dark city's endless streets. Their all-too-human leader, Malachi, is unlike them in every way except one: his deadly efficiency. When he meets Lela, Malachi forms his own plan: get her out of the city, even if it means she must leave Nadia behind. Malachi knows something Lela doesn't--the dark city isn't the worst place Lela could end up, and he will stop at nothing to keep her from that fate.",eng
7826452,The Kandy-Kolored Tangerine-Flake Streamline Baby,,eng
31111279,Til Death Do Us Part,"Frederick Galvanni is the thief of the century, but it's not his first time claiming the title. For Frederick and the inhabitants of his world, reincarnation is real, but people are always reborn in the country in which they died. Now Frederick seeks to pull off his greatest heist yet--enter a maximum security prison, where souls are trapped through reincarnation, and assemble the greatest criminal team that has ever lived. But for Frederick, the heist is just the beginning of a plan centuries in the making: a plan of revenge for unforgivable crimes committed a millennium before. And in this world, even death cannot keep Frederick from success.",eng
